"","Country","Year","Code","Region","Income_Group","Pov_1.90","Pov_3.20","Pov_5.50","GDP_Pc","Private_Credit","Mean_Inc","Gov_Cons","Expenses","Inflation","Gini","Exports","Imports","Pop_Growth","Schooling","ATM","Bank_Acc","Bank_Branch"
"11719","IDA total","2004","IDA",NA,NA,NA,NA,NA,857.509149366592,NA,NA,10.2093356613714,NA,7.14691087523609,NA,23.8992304609918,26.3000050815907,2.38792366618223,30.7735,NA,NA,NA
"11720","IDA blend","2004","IDB",NA,NA,NA,NA,NA,1277.09838150695,NA,NA,8.80556714254271,NA,7.36918309624175,NA,23.8151344278605,19.8954641422545,2.23985004542251,33.76699,NA,NA,NA
"11721","Indonesia","2004","IDN","East Asia & Pacific","Lower middle income",23.9,62.9,88.6,2416.83638933237,21.5217,NA,8.32186800551366,16.8539365479843,8.55072703186366,32.7,32.2166946182599,27.5446002184312,1.38215274254694,54.89294,8.56382,NA,5.16645
"11722","IDA only","2004","IDX",NA,NA,NA,NA,NA,643.659224917107,NA,NA,11.625709281341,NA,7.09465199602179,NA,23.9739869061672,31.9932666514634,2.4610999319975,29.19474,NA,NA,NA
"11723","Isle of Man","2004","IMN",NA,NA,NA,NA,NA,58004.7738931143,NA,NA,NA,NA,5.44887250355886,NA,NA,NA,1.00582460478584,NA,NA,NA,NA
"11724","India","2004","IND","South Asia","Lower middle income",38.2,75.2,92.5,902.905794350756,31.5008,NA,10.40469103659,NA,5.72540656038336,34.4,18.0467464473502,19.8635185949643,1.62103843459886,NA,NA,621.003,8.96288
"11725","Not classified","2004","INX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11726","Ireland","2004","IRL","Europe & Central Asia","High income",0,0,0.2,49678.4045551021,92.4839,NA,16.1406793431516,29.7073749874954,0.554864011880511,33.6,80.5367547913396,66.1609043699507,1.82831381790901,93.2769,90.3012,NA,35.6955
"11727","Iran","2004","IRN","Middle East & North Africa","Upper middle income",NA,NA,NA,5572.90571695632,33.4416,NA,11.236303493867,16.6529138239168,24.6630266520458,NA,25.266928255823,26.0469290707658,1.16217169728303,NA,NA,NA,28.4254
"11728","Iraq","2004","IRQ","Middle East & North Africa","Upper middle income",NA,NA,NA,3792.14246289002,NA,NA,25.5637368326777,NA,16.7216998068364,NA,56.2709085305741,63.9630685911016,2.6529350514013,40.40203,NA,NA,NA
"11729","Iceland","2004","ISL","Europe & Central Asia","High income",0.2,0.2,0.2,40684.2636901647,135.779,NA,23.7704235771139,30.7398198080716,2.67167953261782,28,32.6475282061436,38.0114957225362,0.8779361576874,89.68152,105.761,NA,90.7784
"11730","Israel","2004","ISR","Middle East & North Africa","High income",NA,NA,NA,26947.4445017177,78.1739,NA,24.6451167862028,41.5604385313477,0.481182449907607,NA,39.1279585102396,39.0523487694207,1.76762364154994,99.90832,68.7734,NA,19.7891
"11731","Italy","2004","ITA","Europe & Central Asia","High income",0.7,1,1.5,37070.3305155452,65.257,NA,19.1563204437673,37.8829142727854,2.52372603385417,34.3,24.0629021998426,23.4807413916418,0.647182705470772,91.33458,74.232,754.265,56.1823
"11732","Jamaica","2004","JAM","Latin America & Caribbean","Upper middle income",1.7,9.1,29.7,4912.88328842626,17.7813,NA,12.8856633063577,30.2543359869977,12.8585995341944,45.5,37.5440247582553,51.7740793144263,0.597874931557376,80.86793,18.2826,NA,7.24716
"11733","Jordan","2004","JOR","Middle East & North Africa","Upper middle income",NA,NA,NA,3262.19057717045,68.8565,NA,21.297355654765,NA,3.0918081451653,NA,52.5666842317424,82.4343993612993,2.53976904808626,78.85799,NA,NA,19.4734
"11734","Japan","2004","JPN","East Asia & Pacific","High income",NA,NA,NA,43671.6799739019,175.991,NA,18.1029296763278,15.3408652474809,-1.10073587718715,NA,12.9720323077118,10.9503241482064,0.0336622582725446,96.20518,124.307,NA,34.5889
"11735","Kazakhstan","2004","KAZ","Europe & Central Asia","Upper middle income",2.3,16.5,51.9,6647.69212943944,21.622,NA,11.6145025847194,14.0707427767027,16.1316269962406,31.8,52.5004104250221,43.9087892759114,0.694922852561685,NA,9.98869,722.384,3.73243
"11736","Kenya","2004","KEN","Sub-Saharan Africa","Lower middle income",NA,NA,NA,843.211797523349,25.172,NA,17.860065964127,NA,7.12684155567369,NA,26.6102585752973,32.8667447731316,2.72849327911094,39.10339,2.4859,122.694,2.97593
"11737","Kyrgyz Republic","2004","KGZ","Europe & Central Asia","Lower middle income",13.6,46.7,77.6,757.374428304605,5.57054,NA,18.1726261702351,NA,5.10839769297611,34.8,42.5559110849204,51.2598210718098,1.21010542490902,82.30024,0.603715,NA,5.14595
"11738","Cambodia","2004","KHM","East Asia & Pacific","Lower middle income",NA,NA,NA,550.099939729713,7.65831,NA,4.48365411973235,8.18001329399414,4.82373796288856,NA,63.6058950058242,70.9055223584527,1.62257715927474,27.45589,NA,NA,NA
"11739","Kiribati","2004","KIR","East Asia & Pacific","Lower middle income",NA,NA,NA,1647.49807453703,NA,NA,NA,NA,1.70764077473029,NA,12.1822258397528,91.0083930381534,1.83579334794216,69.08127,NA,NA,NA
"11740","St. Kitts and Nevis","2004","KNA","Latin America & Caribbean","High income",NA,NA,NA,13971.2252270414,53.1317,NA,NA,20.1615668571228,4.68315590177302,NA,36.6460816731285,45.6589257215361,1.39595243115883,NA,NA,NA,57.5016
"11741","Korea Rep.","2004","KOR","East Asia & Pacific","High income",NA,NA,NA,17905.2257914499,86.1087,NA,12.7893341016452,17.8039440518857,2.98410371517457,NA,38.2950027801461,34.4660835304054,0.396331436697806,94.4923699999999,208.261,NA,16.8059
"11742","Kuwait","2004","KWT","Middle East & North Africa","High income",NA,NA,NA,44820.2000238126,58.8247,NA,19.854998001941,35.2743049608951,10.8499541456777,NA,56.9161386082092,32.3799737397956,1.77388679060084,NA,30.73,1099.12,13.018
"11743","Latin America & Caribbean (excluding high income)","2004","LAC",NA,NA,NA,NA,NA,7403.02033866513,NA,NA,15.2132575652907,NA,7.02913561901876,NA,22.7278392523727,20.511377894373,1.33613648256679,65.67244,NA,NA,NA
"11744","Lao PDR","2004","LAO","East Asia & Pacific","Lower middle income",NA,NA,NA,799.073630455613,5.47968,NA,7.74505555779488,NA,10.6904285434965,NA,24.9121225649626,41.1676290567935,1.51100399115194,34.8722,0.117406,NA,1.61433
"11745","Lebanon","2004","LBN","Middle East & North Africa","Upper middle income",NA,NA,NA,6700.62720620694,73.4952,NA,13.8381032282887,26.8643069125815,-0.94334080598648,NA,35.7253716522363,56.1042563489858,4.27847814951523,NA,31.8622,NA,30.8134
"11746","Liberia","2004","LBR","Sub-Saharan Africa","Low income",NA,NA,NA,421.728771365661,5.08139,NA,10.8763433667782,NA,16.8582772245002,NA,67.6216610925307,222.877591973244,1.91279869685765,NA,NA,NA,NA
"11747","Libya","2004","LBY","Middle East & North Africa","Upper middle income",NA,NA,NA,9670.08454821137,13.101,NA,13.1761072017464,NA,22.6053530751708,NA,63.7559608908707,32.3733711883694,1.56896190973893,NA,3.45391,647.836,8.70985
"11748","St. Lucia","2004","LCA","Latin America & Caribbean","Upper middle income",NA,NA,NA,7606.18861151101,65.7437,NA,18.7135693823963,19.0435593675746,0.712678004013753,NA,44.9709723953396,56.3818653944127,0.790786983582429,62.59162,30.2527,NA,25.0666
"11749","Latin America & Caribbean","2004","LCN",NA,NA,NA,NA,NA,7729.07802900564,NA,NA,14.588541284289,NA,6.45198385160764,NA,24.6271465099751,21.5145607721562,1.29637778976995,67.21228,NA,NA,NA
"11750","Least developed countries: UN classification","2004","LDC",NA,NA,NA,NA,NA,601.841644270054,NA,NA,11.1654515712286,NA,8.54706052220189,NA,24.2595832834365,29.014244404304,2.53962924229305,26.28869,NA,NA,NA
"11751","Low income","2004","LIC",NA,NA,NA,NA,NA,542.686483493052,NA,NA,12.9700411408056,NA,9.73425647986646,NA,27.1654693724927,37.0575400052037,2.79775181802412,25.20274,NA,NA,NA
"11752","Liechtenstein","2004","LIE","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,0.810167292914073,NA,NA,NA,0.798065671985579,91.9796999999999,NA,NA,NA
"11753","Sri Lanka","2004","LKA","South Asia","Lower middle income",NA,NA,NA,2022.8303590988,27.1392,NA,12.6297982486473,20.7110918525129,8.80149246229982,NA,35.3309027324412,44.1520421686776,0.814929520707161,NA,NA,NA,8.77522
"11754","Lower middle income","2004","LMC",NA,NA,NA,NA,NA,1251.75520872523,NA,NA,10.4537935997141,NA,7.85847860758985,NA,27.7592441337611,28.5428647595016,1.66671056971799,46.08324,NA,NA,NA
"11755","Low & middle income","2004","LMY",NA,NA,NA,NA,NA,2617.86168017908,NA,NA,13.7581895727626,NA,7.55262641271127,NA,30.6284403220037,28.6077147194836,1.37702290353432,53.74718,NA,NA,NA
"11756","Lesotho","2004","LSO","Sub-Saharan Africa","Lower middle income",NA,NA,NA,933.988150004705,5.98535,NA,NA,32.2116887649573,9.60039285579104,NA,NA,NA,0.811619728545971,24.33138,2.87704,233.045,2.61549
"11757","Late-demographic dividend","2004","LTE",NA,NA,NA,NA,NA,4274.00269857136,NA,NA,15.1351436049129,NA,6.77523783107486,NA,35.2308992114187,31.0260444629825,0.642932174299361,71.26928,NA,NA,NA
"11758","Lithuania","2004","LTU","Europe & Central Asia","High income",2.7,7.5,19.2,9624.01373328868,24.6123,NA,19.1662801829533,31.3830441156855,2.68824543476889,37,47.3466812670995,54.3839288587549,-1.12299127483243,97.50945,36.2809,NA,23.769
"11759","Luxembourg","2004","LUX","Europe & Central Asia","High income",0,0,0,99778.4687902506,66.6895,NA,17.0150939703086,39.3105001853196,2.95494381455323,30.2,153.035736645875,128.172657282344,1.42133256471314,79.72127,106.641,NA,110.939
"11760","Latvia","2004","LVA","Europe & Central Asia","High income",2.5,5.5,15.2,9717.10904632295,40.8787,NA,19.8233697767309,39.4370805660596,6.76220831510204,36.4,39.0813534077938,54.6319975903117,-1.09131295557421,NA,45.6192,943.925,31.5945
"11761","Macao SAR","2004","MAC","East Asia & Pacific","High income",NA,NA,NA,32438.2934513763,39.2313,NA,9.67145548751766,11.9173010300714,1.91850232739428,NA,95.286151672162,54.4276966556759,2.42734115881174,69.6324099999999,55.9879,NA,35.459
"11762","St. Martin (French part)","2004","MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550323017267274,NA,NA,NA,NA
"11763","Morocco","2004","MAR","Middle East & North Africa","Lower middle income",NA,NA,NA,2310.33844900451,45.5534,NA,17.9050829757389,26.6923572317259,1.21922110729386,NA,28.1075991337609,33.4889343396771,1.11740582428872,NA,8.31542,NA,9.87065
"11764","Monaco","2004","MCO","Europe & Central Asia","High income",NA,NA,NA,143128.009777395,NA,NA,NA,NA,1.58978825861249,NA,NA,NA,1.15025344779157,NA,NA,NA,NA
"11765","Moldova","2004","MDA","Europe & Central Asia","Lower middle income",8.7,32.5,68.9,1280.48591638802,19.2126,NA,14.9042870771734,27.2585564016633,7.98665557577318,35,51.194268741319,81.5057247682512,-0.247449868318115,81.07953,7.74491,784.106,7.263
"11766","Madagascar","2004","MDG","Sub-Saharan Africa","Low income",NA,NA,NA,407.517462052747,8.54836,NA,6.94073966373624,NA,14.3038110200886,NA,32.636436784543,47.4838876068607,2.98667624196401,NA,0.276626,18.5866,1.127
"11767","Maldives","2004","MDV","South Asia","Upper middle income",NA,NA,NA,6485.02417932449,19.1415,NA,NA,17.7547329440066,9.97004006551359,NA,NA,NA,2.68170525053269,NA,7.37968,657.377,10.3316
"11768","Middle East & North Africa","2004","MEA",NA,NA,NA,NA,NA,6265.43589606902,NA,NA,16.8480708909593,NA,10.9205154347752,NA,45.0250629390851,35.1691706550791,1.94440769003374,64.77847,NA,NA,NA
"11769","Mexico","2004","MEX","Latin America & Caribbean","Upper middle income",5.2,16.2,39.2,8977.65782114181,14.4402,NA,10.4872897953287,NA,7.96171097710625,48.3,28.4143869492689,30.0099345411998,1.27461776678502,63.34251,28.0632,NA,10.7587
"11770","Marshall Islands","2004","MHL","East Asia & Pacific","Upper middle income",NA,NA,NA,2842.69011563305,NA,NA,58.1181196729575,NA,3.3821271739713,NA,30.3029366082071,85.2977371812371,-0.0806219450522395,NA,NA,NA,12.0059
"11771","Middle income","2004","MIC",NA,NA,NA,NA,NA,2844.15117281415,NA,NA,13.7699971490868,NA,7.16698019479848,NA,30.6813348127505,28.4786494712029,1.22475559355703,57.09899,NA,NA,NA
"11772","Macedonia","2004","MKD","Europe & Central Asia","Upper middle income",NA,NA,NA,3591.27155814385,19.4335,NA,17.4050700533502,NA,-0.166381009558819,NA,30.7041661621306,50.1659626904475,0.176184148960841,NA,NA,NA,17.4574
"11773","Mali","2004","MLI","Sub-Saharan Africa","Low income",NA,NA,NA,645.922979170616,18.7825,NA,15.4609171092884,13.660894474872,3.59862414352318,NA,23.6771847065241,31.6344329544929,3.17096257062909,NA,NA,54.1899,2.41809
"11774","Malta","2004","MLT","Middle East & North Africa","High income",NA,NA,NA,18991.7828034799,102.169,NA,19.103385930309,94.8320875550355,1.06395601684535,NA,103.464003944773,104.793310322156,0.67162845452858,88.00366,45.5585,NA,39.1375
"11775","Myanmar","2004","MMR","East Asia & Pacific","Lower middle income",NA,NA,NA,536.210103605618,4.04233,NA,NA,3.64395423975417,3.60112807915908,NA,0.186736793884873,0.141120177342513,0.93797879147312,41.34154,0,109.867,1.75733
"11776","Middle East & North Africa (excluding high income)","2004","MNA",NA,NA,NA,NA,NA,3515.93490879645,NA,NA,14.6928227072898,21.1659528026859,10.9996233893837,NA,35.3633605974334,35.0105052049063,1.74383840447467,63.95829,NA,NA,NA
"11777","Montenegro","2004","MNE","Europe & Central Asia","Upper middle income",NA,NA,NA,5384.18724767455,14.6161,NA,26.2908413847787,NA,5.91214809813532,NA,34.3468582444545,57.1450901105114,0.177216475615812,NA,NA,NA,21.0942
"11778","Mongolia","2004","MNG","East Asia & Pacific","Lower middle income",NA,NA,NA,1961.49189295871,22.3819,NA,14.467720874519,NA,16.6914730129103,NA,60.7877749189501,70.5415433146042,1.10936882717731,80.70428,NA,299.427,40.0045
"11779","Northern Mariana Islands","2004","MNP",NA,NA,NA,NA,NA,21573.6309645434,NA,NA,NA,NA,0.80309240561165,NA,100.661157024793,77.4380165289256,-2.64357732063681,NA,NA,NA,NA
"11780","Mozambique","2004","MOZ","Sub-Saharan Africa","Low income",NA,NA,NA,321.302880562451,8.15559,NA,18.8677534584939,NA,7.49372818861274,NA,28.9250538760892,48.2802898043261,2.97857332676749,4.07238,1.86918,NA,1.77975
"11781","Mauritania","2004","MRT","Sub-Saharan Africa","Lower middle income",14.4,42.5,74.9,1021.36727437951,NA,NA,26.5949035311335,NA,11.7529100700282,40.2,25.6494190510215,66.6089197538456,2.85708957234082,13.03938,NA,NA,NA
"11782","Mauritius","2004","MUS","Sub-Saharan Africa","Upper middle income",NA,NA,NA,6205.2527376508,67.1077,NA,14.2615818172984,20.7489261702477,6.09058387896258,NA,54.020842541644,56.3927504173958,0.627103982385528,79.38137,30.927,NA,18.1409
"11783","Malawi","2004","MWI","Sub-Saharan Africa","Low income",72.8,90.6,97.1,371.785146809454,3.93488,NA,9.43958737759919,NA,14.846627519385,39.9,18.8482493164564,32.617992389861,2.71359336834973,23.04681,0.756862,NA,0.999058
"11784","Malaysia","2004","MYS","East Asia & Pacific","Upper middle income",0.4,2.6,12.1,7725.90412140753,108.322,NA,12.579923172499,18.8868661256537,6.00950623035301,46.1,115.373094342568,95.0007277728674,1.9470275136045,80.8737,27.17,NA,14.064
"11785","North America","2004","NAC",NA,NA,NA,NA,NA,47479.8025529573,NA,NA,15.6121246997934,20.081031063069,3.28022260632454,NA,12.1358462979492,16.3233587394745,0.937332826368205,89.3757,NA,NA,NA
"11786","Namibia","2004","NAM","Sub-Saharan Africa","Upper middle income",NA,NA,NA,4446.24953656757,43.4668,NA,20.7665558387335,26.1115398853877,2.4326001791775,NA,40.5886681663483,42.9000780661089,1.13586536464649,48.23423,NA,98.5615,10.742
"11787","New Caledonia","2004","NCL","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52146109806749,NA,NA,NA,NA
"11788","Niger","2004","NER","Sub-Saharan Africa","Low income",NA,NA,NA,323.989162951128,5.99057,NA,16.3256448412698,NA,1.49220857797533,NA,17.3642733134921,27.9060639880952,3.64719412059906,7.57045,NA,16.3636,0.406691
"11789","Nigeria","2004","NGA","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1790.29318596624,11.7672,NA,4.78763735251609,6.36170923464629,22.3683414790332,NA,20.2538033796459,11.6420670605964,2.55923925783274,NA,NA,NA,4.66525
"11790","Nicaragua","2004","NIC","Latin America & Caribbean","Lower middle income",NA,NA,NA,1383.91436996446,22.8282,NA,9.08413312739566,12.9236679174998,9.0509024869443,NA,23.0598557398256,44.1354610401784,1.30466691297776,41.84278,3.32884,NA,4.90409
"11791","Netherlands","2004","NLD","Europe & Central Asia","High income",0.2,0.5,0.7,47200.424693034,111.088,NA,22.4549041014317,37.7858872884057,1.3500077389418,29.8,63.5358314612961,55.6123899919647,0.347475412048658,88.73562,59.3596,NA,33.6037
"11792","Norway","2004","NOR","Europe & Central Asia","High income",0.2,0.2,0.5,86820.3413099937,82.0608,NA,20.8077414966826,35.0966705032209,5.83506063497256,31.6,41.1148603716875,27.9341362225523,0.590930939690253,96.11468,59.1566,NA,13.1339
"11793","Nepal","2004","NPL","South Asia","Low income",NA,NA,NA,491.697513786102,25.3642,NA,8.64407758561264,14.5963383257351,4.16642715689602,NA,16.6826952635217,29.464591457087,1.42790124430349,NA,NA,NA,2.59759
"11794","Nauru","2004","NRU","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197706667800044,NA,NA,NA,NA
"11795","New Zealand","2004","NZL","East Asia & Pacific","High income",NA,NA,NA,32191.9572609825,105.702,NA,16.9813273981289,30.4366561420308,3.57263126564973,NA,29.5436017546811,29.2563309566635,1.48621908244575,NA,59.0541,NA,35.0194
"11796","OECD members","2004","OED",NA,NA,NA,NA,NA,34735.6839014635,NA,NA,17.4760500546504,26.1286605983403,2.85233248678504,NA,23.2258634093953,23.7460963201439,0.702070793337597,86.17353,NA,NA,NA
"11797","Oman","2004","OMN","Middle East & North Africa","High income",NA,NA,NA,17671.5750521154,33.2069,NA,22.4206015795665,30.0086119979835,13.0068959025176,NA,51.3779196773651,38.8695177281129,2.46372403859922,NA,NA,NA,21.5147
"11798","Other small states","2004","OSS",NA,NA,NA,NA,NA,9332.74673840939,NA,NA,16.1802124694068,30.6384003545467,6.09058387896258,NA,61.3552601336918,42.3272523591542,2.07385822176977,48.28492,NA,NA,NA
"11799","Pakistan","2004","PAK","South Asia","Lower middle income",18,60.4,87.4,923.923303987001,24.9357,NA,8.19883770817895,NA,7.74924724121924,32.5,15.6668995032426,14.6332292069255,2.06175947582713,NA,0.752924,128.059,7.69004
"11800","Panama","2004","PAN","Latin America & Caribbean","Upper middle income",10.2,19.7,35,5865.59872041635,72.9547,NA,14.4303225168784,NA,1.96500459793631,54.8,57.76765137464,65.884909860115,1.86360249273654,61.62554,NA,NA,NA
"11801","Peru","2004","PER","Latin America & Caribbean","Upper middle income",13.6,28.4,49.7,3649.3720481147,18.4046,NA,11.2562792024042,17.3833715752298,6.27903857710506,49.9,22.91223375085,19.0238445170772,1.23761119529754,68.30176,10.7032,339.288,4.26398
"11802","Philippines","2004","PHL","East Asia & Pacific","Lower middle income",NA,NA,NA,1768.10683835139,30.8617,NA,9.38240850973052,15.8542771006359,5.51688658251277,NA,48.5726471309987,54.069870637041,1.96361280387338,59.25294,10.3341,NA,8.22341
"11803","Palau","2004","PLW","East Asia & Pacific","Upper middle income",NA,NA,NA,10013.399071994,NA,NA,NA,NA,2.49430054723881,NA,41.1827376659324,85.9671960585564,0.52653017552338,NA,NA,NA,NA
"11804","Papua New Guinea","2004","PNG","East Asia & Pacific","Lower middle income",NA,NA,NA,1631.83773637278,12.7161,NA,15.3143173701776,NA,-1.99237190163089,NA,72.1640496028948,58.9188614133539,2.47778062787766,NA,4.01067,NA,1.93522
"11805","Poland","2004","POL","Europe & Central Asia","High income",NA,1.4,10.1,9609.16963452197,26.9722,NA,18.2798142031291,37.8600778940735,4.91221915753124,35.4,34.2648184150678,36.9483485556158,-0.0585127351273288,90.81219,25.3609,NA,26.5291
"11806","Pre-demographic dividend","2004","PRE",NA,NA,NA,NA,NA,1116.38393510898,NA,NA,13.2360386236444,NA,11.7529100700282,NA,33.0624318491127,33.4349163472705,2.94821165651331,22.29488,NA,NA,NA
"11807","Puerto Rico","2004","PRI","Latin America & Caribbean","High income",NA,NA,NA,28084.938567503,NA,NA,11.3304082764648,NA,-1.29217804980291,NA,68.5739714691732,48.4268922883234,0.0204626359646878,NA,NA,NA,NA
"11808","Korea Dem. People’s Rep.","2004","PRK","East Asia & Pacific","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807983774873461,NA,NA,NA,NA
"11809","Portugal","2004","PRT","Europe & Central Asia","High income",0.5,1,2.7,21877.9069419818,118.282,NA,20.543776403631,40.4111116219968,2.39607617247792,38.9,27.2543875345978,35.5085931323589,0.239128989611917,NA,142.606,NA,66.4524
"11810","Paraguay","2004","PRY","Latin America & Caribbean","Upper middle income",5.7,17,38.5,3586.22473099205,13.7925,NA,7.58724400427132,NA,11.8350052238006,52.3,45.6878246718486,34.4166219437055,1.69368661673952,56.92898,NA,NA,4.1559
"11811","West Bank and Gaza","2004","PSE",NA,NA,1.1,5.5,26.4,2334.24098744906,NA,NA,28.3424189226647,NA,-1.12399193548387,34,13.7854568973482,72.4706643259725,2.55527589181892,84.54228,NA,NA,NA
"11812","Pacific island small states","2004","PSS",NA,NA,NA,NA,NA,2848.50392838619,NA,NA,18.6046108433853,NA,2.93821386060505,NA,42.2367436720934,64.7122449881288,1.0760098105181,62.26817,NA,NA,NA
"11813","Post-demographic dividend","2004","PST",NA,NA,NA,NA,NA,37947.632173559,NA,NA,17.6635435445568,25.8843838915364,2.71898329689287,NA,24.5240081451773,24.8618879903285,0.51974895696523,90.4815,NA,NA,NA
"11814","French Polynesia","2004","PYF","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30970101504911,NA,NA,NA,NA
"11815","Qatar","2004","QAT","Middle East & North Africa","High income",NA,NA,NA,65405.7177707633,25.743,NA,13.0670406537849,23.4683687738071,13.1067848602587,NA,64.1682249463259,26.2042038922363,9.71704987106384,90.86862,53.5634,719.734,22.5719
"11816","Romania","2004","ROU",NA,NA,NA,NA,NA,6507.02064766336,NA,NA,15.9961342340589,30.2579803785042,15.4952590550041,NA,35.6370875538096,44.5770733064359,-0.569786272532879,NA,NA,NA,NA
"11817","Russian Federation","2004","RUS","Europe & Central Asia","Upper middle income",0.7,4.1,17.4,8360.81191962681,20.0652,NA,16.9716779691304,21.5738426684577,20.2820769286382,40.3,34.4178910548453,22.1639613425501,-0.402613760305718,NA,16.2339,NA,26.6897
"11818","Rwanda","2004","RWA","Sub-Saharan Africa","Low income",NA,NA,NA,401.357939001312,9.37816,NA,18.351296435538,NA,13.1005975487902,NA,11.1233066587967,24.7615581599129,1.57833672004636,NA,0.039503,7.45548,0.395034
"11819","South Asia","2004","SAS",NA,NA,NA,NA,NA,873.349219535626,NA,NA,9.92824396148145,NA,6.7373269008013,NA,17.9296934090032,20.1321968683662,1.71361327728825,43.65568,NA,NA,NA
"11820","Saudi Arabia","2004","SAU","Middle East & North Africa","High income",NA,NA,NA,18822.7300411973,49.9651,NA,22.859103993371,NA,11.0564281474349,NA,50.9853310838178,24.0975055731163,2.93768148408096,NA,25.9278,379.593,7.75812
"11821","Sudan","2004","SDN","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1137.56307700031,5.13323,NA,15.3126860929453,NA,15.6738093463328,NA,17.7579629109949,20.032352564081,2.51730246708586,NA,0,NA,2.46995
"11822","Senegal","2004","SEN","Sub-Saharan Africa","Low income",NA,NA,NA,1184.54106261143,19.2978,NA,13.4590630043074,NA,0.530220226146355,NA,27.1386800048886,39.7687192875662,2.63532955185663,14.7862,NA,83.4879,1.99697
"11823","Singapore","2004","SGP","East Asia & Pacific","High income",NA,NA,NA,38117.4105337566,98.4588,NA,10.5089856814584,14.4988510451991,4.2499030574394,NA,216.421374963407,190.060802636249,1.2519166730553,NA,47.9344,2026.51,11.7226
"11824","Solomon Islands","2004","SLB","East Asia & Pacific","Lower middle income",NA,NA,NA,1127.07832250926,18.3638,NA,28.5475138908676,NA,7.16698019479848,NA,30.9303319561191,42.3671463171392,2.55346750748204,NA,1.49223,NA,7.46116
"11825","Sierra Leone","2004","SLE","Sub-Saharan Africa","Low income",NA,NA,NA,351.453207233182,2.93879,NA,10.3634307955356,17.5850647231784,12.8158603170992,NA,16.4706925608544,29.117372847492,4.51511020627935,NA,NA,NA,1.24778
"11826","El Salvador","2004","SLV","Latin America & Caribbean","Lower middle income",10.9,22.5,45,2758.1572418822,41.1995,NA,13.7705773417978,19.6177566278891,2.71626679934933,47.8,25.9062104819237,43.8760536948454,0.488461427034877,NA,20.5333,NA,NA
"11827","San Marino","2004","SMR","Europe & Central Asia","High income",NA,NA,NA,76998.2117645224,NA,NA,NA,30.3451304775132,1.95234206814638,NA,NA,NA,1.29708931503319,NA,NA,NA,238.115
"11828","Somalia","2004","SOM","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80513816313457,NA,NA,NA,NA
"11829","Serbia","2004","SRB","Europe & Central Asia","Upper middle income",NA,3.3,18.5,4392.27752601414,18.2357,NA,20.811393751427,NA,9.08699403993339,35.5,24.2194175444911,50.6332985221243,-0.233328451597809,NA,NA,NA,22.3615
"11830","Sub-Saharan Africa (excluding high income)","2004","SSA",NA,NA,NA,NA,NA,1328.6734250006,NA,NA,13.6500612777968,18.3743322177335,7.7652785346058,NA,28.6638316509471,28.077110148567,2.70609392610426,24.54014,NA,NA,NA
"11831","South Sudan","2004","SSD","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74178576941162,NA,NA,NA,NA
"11832","Sub-Saharan Africa","2004","SSF",NA,NA,NA,NA,NA,1329.48841223027,NA,NA,13.6721095142151,18.3743322177335,8.68283569519842,NA,28.702636640872,28.1228808728603,2.70574328718483,24.54538,NA,NA,NA
"11833","Small states","2004","SST",NA,NA,NA,NA,NA,8692.55712776591,NA,NA,16.027256723962,29.1500394522179,4.77528049482985,NA,59.1275053885564,43.7910017280366,1.70917649659059,54.36088,NA,NA,NA
"11834","Sao Tome and Principe","2004","STP","Sub-Saharan Africa","Lower middle income",NA,NA,NA,911.005601891513,12.4882,NA,NA,28.282627538351,11.5733424594556,NA,NA,NA,2.39539189919336,25.57358,0,NA,4.65232
"11835","Suriname","2004","SUR","Latin America & Caribbean","Upper middle income",NA,NA,NA,6749.79149290751,16.3237,NA,NA,26.4074126021655,12.8379280397712,NA,NA,NA,1.07907462982296,NA,17.2858,NA,10.5473
"11836","Slovak Republic","2004","SVK","Europe & Central Asia","High income",0,0.7,5.2,12376.0620305921,28.9845,NA,18.5019598157779,36.6876329280807,5.78176684872238,27.1,68.7124767038628,71.4493470031914,-0.0203617202597358,88.28267,38.2663,NA,25.2108
"11837","Slovenia","2004","SVN","Europe & Central Asia","High income",0,0.2,0.5,21218.2521512652,42.4977,NA,18.6642870457166,39.917610348273,3.31608516826591,24.8,54.9662359275651,56.4108727726323,0.0640662022616923,92.16506,81.116,NA,40.996
